id,item,item_num_only,conditions,response_1,response_2,read_time
611e36b40bf3c,P4,P4,a,4,True,[26737]
611e36b40bf3c,L_N3,3,n,4,True,[19622]
611e36b40bf3c,P2,P2,a,5,False,[52128]
611e36b40bf3c,P24,P24,a,6,False,[18276]
611e36b40bf3c,P22,P22,a,2,False,[18066]
611e36b40bf3c,L_P14,14,p,5,True,[9657]
611e36b40bf3c,P14,P14,a,5,False,[24176]
611e36b40bf3c,L_P8,8,p,6,True,[13405]
611e36b40bf3c,P17,P17,a,1,False,[13937]
611e36b40bf3c,L_K19,19,k,4,False,[11385]
611e36b40bf3c,P21,P21,a,5,False,[20838]
611e36b40bf3c,L_P2,2,p,4,True,[10652]
611e36b40bf3c,P12,P12,a,7,True,[30189]
611e36b40bf3c,P16,P16,a,7,False,[19048]
611e36b40bf3c,L_P17,17,p,5,True,[10723]
611e36b40bf3c,L_N18,18,n,6,True,[14959]
611e36b40bf3c,P5,P5,a,5,False,[12444]
611e36b40bf3c,P1,P1,a,1,False,[17499]
611e36b40bf3c,P19,P19,a,7,True,[27090]
611e36b40bf3c,L_K13,13,k,6,True,[18194]
611e36b40bf3c,L_K1,1,k,4,False,[7866]
611e36b40bf3c,P10,P10,a,2,False,[15922]
611e36b40bf3c,P11,P11,a,5,False,[12043]
611e36b40bf3c,L_K16,16,k,5,True,[24564]
611e36b40bf3c,L_P11,11,p,6,True,[7308]
611e36b40bf3c,P6,P6,a,5,True,[55451]
611e36b40bf3c,P9,P9,a,5,False,[21258]
611e36b40bf3c,L_K10,10,k,4,False,[27939]
611e36b40bf3c,P7,P7,a,5,True,[21390]
611e36b40bf3c,L_P5,5,p,5,True,[10330]
611e36b40bf3c,P13,P13,a,5,False,[20417]
611e36b40bf3c,P20,P20,a,4,False,[25030]
611e36b40bf3c,L_N15,15,n,4,False,[22786]
611e36b40bf3c,L_P20,20,p,6,True,[30609]
611e36b5b3291,L_K11,11,k,7,True,[10752]
611e36b5b3291,L_P3,3,p,5,True,[23999]
611e36b5b3291,P12,P12,a,7,True,[29252]
611e36b5b3291,L_K5,5,k,5,True,[13523]
611e36b5b3291,P13,P13,a,3,False,[21094]
611e36b5b3291,P24,P24,a,7,True,[13530]
611e36b5b3291,P3,P3,a,1,False,[15694]
611e36b5b3291,P6,P6,a,6,True,[62826]
611e36b5b3291,L_N4,4,n,4,False,[12741]
611e36b5b3291,P8,P8,a,2,False,[16061]
611e36b5b3291,P22,P22,a,2,False,[15093]
611e36b5b3291,L_P12,12,p,7,False,[5193]
611e36b5b3291,P21,P21,a,2,False,[14528]
611e36b5b3291,L_N13,13,n,6,True,[16738]
611e36b5b3291,L_K8,8,k,6,False,[24311]
611e36b5b3291,L_N10,10,n,4,False,[20122]
611e36b5b3291,L_P15,15,p,6,True,[13435]
611e36b5b3291,P9,P9,a,2,False,[22094]
611e36b5b3291,L_P6,6,p,6,False,[10355]
611e36b5b3291,P2,P2,a,7,False,[14807]
611e36b5b3291,L_K2,2,k,6,True,[22490]
611e36b5b3291,L_P9,9,p,4,False,[16557]
611e36b5b3291,L_N19,19,n,6,False,[5602]
611e36b5b3291,P19,P19,a,7,False,[20644]
611e36b5b3291,L_K17,17,k,7,True,[3804]
611e36b5b3291,P16,P16,a,7,True,[13089]
611e36b5b3291,P20,P20,a,3,False,[12984]
611e36b5b3291,P11,P11,a,2,True,[12781]
611e36b5b3291,P17,P17,a,2,True,[21352]
611e36b5b3291,P7,P7,a,7,False,[14427]
611e36b5b3291,L_N16,16,n,5,False,[22151]
611e36b5b3291,P5,P5,a,3,False,[10484]
611e36b5b3291,P18,P18,a,7,False,[14317]
611e36b5b3291,L_P18,18,p,6,False,[10341]
611e36b5b3291,P14,P14,a,4,False,[27498]
611e36b5b3291,P23,P23,a,7,True,[12920]
611e36b5b3291,L_N1,1,n,4,True,[5926]
611e36b5b3291,L_K14,14,k,7,True,[5564]
611e36b5b3291,L_N7,7,n,5,False,[5789]
611e36b5b3291,P10,P10,a,2,False,[13670]
611e36b5b3291,P4,P4,a,3,False,[7138]
611e36b5b3291,P1,P1,a,1,False,[35565]
611e36b5b3291,L_K20,20,k,6,True,[11635]
611e36b5b3291,P15,P15,a,4,True,[12178]
611e36b5b3291,L_P21,21,p,7,True,[13167]
611e36d29dca5,L_N13,13,n,7,True,[11480]
611e36d29dca5,L_P9,9,p,4,True,[14024]
611e36d29dca5,L_P15,15,p,4,True,[17410]
611e36d29dca5,L_K2,2,k,7,True,[8841]
611e36d29dca5,L_K20,20,k,7,True,[11844]
611e36d29dca5,P18,P18,a,7,True,[14213]
611e36d29dca5,L_K8,8,k,6,True,[14896]
611e36d29dca5,P8,P8,a,1,True,[9680]
611e36d29dca5,P24,P24,a,7,False,[12693]
611e36d29dca5,P5,P5,a,2,True,[9961]
611e36d29dca5,L_P3,3,p,4,True,[8107]
611e36d29dca5,P3,P3,a,1,False,[14862]
611e36d29dca5,P23,P23,a,7,True,[17034]
611e36d29dca5,P7,P7,a,4,False,[12703]
611e36d29dca5,L_P6,6,p,4,False,[8241]
611e36d29dca5,P22,P22,a,1,False,[13541]
611e36d29dca5,L_N4,4,n,4,False,[12105]
611e36d29dca5,P16,P16,a,7,True,[14339]
611e36d29dca5,L_K17,17,k,7,True,[4099]
611e36d29dca5,L_P12,12,p,6,False,[7175]
611e36d29dca5,L_N10,10,n,4,True,[19141]
611e36d29dca5,L_P18,18,p,6,True,[6184]
611e36d29dca5,P19,P19,a,5,True,[12814]
611e36d29dca5,P4,P4,a,2,True,[20020]
611e36d29dca5,P9,P9,a,1,True,[9699]
611e36d29dca5,P14,P14,a,4,True,[16736]
611e36d29dca5,P1,P1,a,2,False,[11633]
611e36d29dca5,P2,P2,a,7,True,[14455]
611e36d29dca5,P6,P6,a,4,True,[2797]
611e36d29dca5,P20,P20,a,2,True,[1678]
611e36d29dca5,L_N19,19,n,6,True,[2777]
611e36d29dca5,P11,P11,a,3,True,[1962]
611e36d29dca5,L_N16,16,n,4,True,[2157]
611e36d29dca5,P21,P21,a,1,True,[2430]
611e36d29dca5,L_K14,14,k,6,True,[3444]
611e36d29dca5,L_K5,5,k,6,True,[3772]
611e36d29dca5,L_K11,11,k,7,True,[3640]
611e36d29dca5,P17,P17,a,1,True,[1979]
611e36d29dca5,P13,P13,a,5,True,[3842]
611e36d29dca5,P12,P12,a,5,True,[5329]
611e36d29dca5,P15,P15,a,6,True,[10117]
611e36d29dca5,L_P21,21,p,7,True,[4570]
611e36d29dca5,L_N1,1,n,4,True,[1383]
611e36d29dca5,P10,P10,a,2,True,[3799]
611e36d29dca5,L_N7,7,n,7,True,[2868]
611e370d1a0de,L_N15,15,n,6,True,[18178]
611e370d1a0de,P5,P5,a,2,True,[18400]
611e370d1a0de,L_N21,21,n,4,True,[35522]
611e370d1a0de,L_K10,10,k,4,False,[14959]
611e370d1a0de,P4,P4,a,2,False,[13696]
611e370d1a0de,L_K13,13,k,6,True,[22622]
611e370d1a0de,P20,P20,a,1,False,[16732]
611e370d1a0de,P11,P11,a,1,True,[14926]
611e370d1a0de,P15,P15,a,4,False,[1335]
611e370d1a0de,P22,P22,a,1,False,[1886]
611e370d1a0de,P3,P3,a,2,True,[2349]
611e370d1a0de,L_P5,5,p,5,True,[2349]
611e370d1a0de,L_P11,11,p,4,True,[1741]
611e370d1a0de,L_N12,12,n,6,False,[2428]
611e370d1a0de,P9,P9,a,2,True,[3918]
611e370d1a0de,P12,P12,a,6,True,[1304]
611e370d1a0de,L_P14,14,p,6,True,[2149]
611e370d1a0de,P17,P17,a,2,True,[1221]
611e370d1a0de,P8,P8,a,1,True,[1055]
611e370d1a0de,L_P20,20,p,7,True,[1073]
611e370d1a0de,P2,P2,a,5,True,[874]
611e370d1a0de,L_K16,16,k,5,True,[2158]
611e370d1a0de,L_K19,19,k,6,True,[3083]
611e370d1a0de,L_N18,18,n,7,True,[1104]
611e370d1a0de,P6,P6,a,5,True,[1041]
611e370d1a0de,P23,P23,a,5,False,[1169]
611e370d1a0de,P14,P14,a,4,False,[2888]
611e370d1a0de,P10,P10,a,2,True,[1614]
611e370d1a0de,L_P8,8,p,6,True,[1400]
611e370d1a0de,P24,P24,a,6,False,[1233]
611e370d1a0de,L_K7,7,k,7,True,[2334]
611e370d1a0de,P1,P1,a,1,False,[1219]
611e370d1a0de,L_N6,6,n,4,True,[1312]
611e370d1a0de,L_K1,1,k,6,False,[1939]
611e370d1a0de,L_N9,9,n,6,True,[1151]
611e370d1a0de,P21,P21,a,3,False,[1925]
611e370d1a0de,L_P2,2,p,4,True,[1034]
611e370d1a0de,L_N3,3,n,5,True,[1177]
611e370d1a0de,P16,P16,a,7,True,[980]
611e370d1a0de,L_K4,4,k,5,True,[1161]
611e370d1a0de,L_P17,17,p,4,True,[899]
611e370d1a0de,P19,P19,a,7,True,[1147]
611e370d1a0de,P7,P7,a,5,True,[1258]
611e370d1a0de,P18,P18,a,6,True,[1258]
611e370d1a0de,P13,P13,a,3,True,[1306]
611e37216c343,P15,P15,a,6,True,[15469]
611e37216c343,L_K7,7,k,5,True,[11381]
611e37216c343,P4,P4,a,3,False,[9578]
611e37216c343,L_P20,20,p,6,True,[11540]
611e37216c343,L_N15,15,n,4,False,[10406]
611e37216c343,P2,P2,a,6,True,[17365]
611e37216c343,P6,P6,a,7,True,[20156]
611e37216c343,L_K16,16,k,4,True,[17283]
611e37216c343,P22,P22,a,1,False,[12313]
611e37216c343,P19,P19,a,7,False,[23024]
611e37216c343,P18,P18,a,7,False,[17684]
611e37216c343,P21,P21,a,1,False,[17734]
611e37216c343,L_P8,8,p,6,True,[9941]
611e37216c343,P8,P8,a,5,False,[12289]
611e37216c343,P20,P20,a,2,False,[11675]
611e37216c343,L_P2,2,p,5,True,[5239]
611e37216c343,L_N12,12,n,5,True,[5587]
611e37216c343,P7,P7,a,6,True,[11931]
611e37216c343,P23,P23,a,7,True,[12329]
611e37216c343,P16,P16,a,7,True,[16791]
611e37216c343,P24,P24,a,5,False,[11979]
611e37216c343,L_P17,17,p,5,True,[5394]
611e37216c343,L_P5,5,p,6,True,[7528]
611e37216c343,P13,P13,a,4,False,[13199]
611e37216c343,L_K19,19,k,6,False,[5075]
611e37216c343,P5,P5,a,5,True,[19209]
611e37216c343,L_K10,10,k,5,True,[12944]
611e37216c343,L_P11,11,p,6,True,[3631]
611e37216c343,P9,P9,a,5,False,[17627]
611e37216c343,P1,P1,a,2,False,[22651]
611e37216c343,L_K13,13,k,7,True,[6827]
611e37216c343,L_K4,4,k,4,False,[14842]
611e37216c343,L_P14,14,p,4,True,[13493]
611e37216c343,L_N21,21,n,5,True,[10122]
611e37216c343,P3,P3,a,2,False,[11378]
611e37216c343,L_N6,6,n,5,True,[13698]
611e37216c343,L_N9,9,n,4,True,[12445]
611e37216c343,L_N18,18,n,6,True,[10578]
611e37216c343,P14,P14,a,5,True,[15014]
611e37216c343,P10,P10,a,1,True,[18261]
611e37216c343,P17,P17,a,1,False,[17495]
611e37216c343,L_K1,1,k,6,True,[11505]
611e37216c343,L_N3,3,n,6,True,[6234]
611e37216c343,P11,P11,a,6,True,[9302]
611e37216c343,P12,P12,a,7,True,[13708]
611e372c92475,L_K16,16,k,3,False,[26301]
611e372c92475,L_N9,9,n,6,True,[17648]
611e372c92475,L_K7,7,k,5,True,[11277]
611e372c92475,P8,P8,a,2,False,[15303]
611e372c92475,L_N3,3,n,3,True,[10826]
611e372c92475,L_N21,21,n,7,True,[12604]
611e372c92475,P16,P16,a,6,False,[21284]
611e372c92475,L_P11,11,p,6,True,[7934]
611e372c92475,P13,P13,a,2,False,[15067]
611e372c92475,P23,P23,a,6,False,[20662]
611e372c92475,L_N15,15,n,7,True,[12217]
611e372c92475,P10,P10,a,2,False,[23588]
611e372c92475,L_K13,13,k,7,True,[14847]
611e372c92475,P17,P17,a,1,True,[14215]
611e372c92475,L_N12,12,n,6,False,[8190]
611e372c92475,L_K4,4,k,4,True,[12535]
611e372c92475,P4,P4,a,2,True,[32818]
611e372c92475,L_P5,5,p,6,True,[1942]
611e372c92475,P11,P11,a,2,False,[16126]
611e372c92475,L_P2,2,p,5,False,[6022]
611e372c92475,P7,P7,a,6,True,[13936]
611e372c92475,P20,P20,a,4,False,[20341]
611e372c92475,P12,P12,a,4,True,[27111]
611e372c92475,P15,P15,a,2,True,[24206]
611e372c92475,P22,P22,a,2,False,[19527]
611e372c92475,P5,P5,a,2,False,[12238]
611e372c92475,L_K1,1,k,6,True,[13432]
611e372c92475,L_P14,14,p,7,True,[4690]
611e372c92475,L_K19,19,k,7,False,[5257]
611e372c92475,P6,P6,a,5,True,[32278]
611e372c92475,P24,P24,a,5,True,[13806]
611e372c92475,L_N6,6,n,6,True,[11382]
611e372c92475,P3,P3,a,2,False,[22262]
611e372c92475,P14,P14,a,5,False,[24517]
611e372c92475,P18,P18,a,7,False,[18438]
611e372c92475,L_N18,18,n,7,False,[14653]
611e372c92475,L_P17,17,p,3,True,[2477]
611e372c92475,P21,P21,a,6,True,[21359]
611e372c92475,L_P20,20,p,7,True,[16464]
611e372c92475,P2,P2,a,6,True,[31987]
611e372c92475,L_K10,10,k,4,True,[19951]
611e372c92475,P19,P19,a,5,True,[23614]
611e372c92475,P1,P1,a,2,False,[16549]
611e372c92475,L_P8,8,p,7,True,[14347]
611e372c92475,P9,P9,a,2,False,[2118]
611e37562c35d,P8,P8,a,1,False,[22632]
611e37562c35d,L_P14,14,p,6,True,[10754]
611e37562c35d,P10,P10,a,2,True,[20693]
611e37562c35d,P20,P20,a,1,False,[14865]
611e37562c35d,L_K1,1,k,4,False,[22552]
611e37562c35d,P14,P14,a,1,False,[20331]
611e37562c35d,P1,P1,a,1,False,[8646]
611e37562c35d,L_N21,21,n,7,True,[11957]
611e37562c35d,P4,P4,a,2,False,[11214]
611e37562c35d,P9,P9,a,1,False,[17680]
611e37562c35d,L_P8,8,p,6,True,[10645]
611e37562c35d,L_N9,9,n,6,True,[23609]
611e37562c35d,L_P17,17,p,2,True,[5655]
611e37562c35d,L_K7,7,k,2,False,[7880]
611e37562c35d,L_K4,4,k,3,False,[9395]
611e37562c35d,L_K16,16,k,4,False,[3231]
611e37562c35d,P12,P12,a,4,False,[21546]
611e37562c35d,L_P5,5,p,4,False,[9309]
611e37562c35d,L_K19,19,k,4,False,[10734]
611e37562c35d,L_K13,13,k,6,True,[10187]
611e37562c35d,P19,P19,a,3,False,[28274]
611e37562c35d,L_N3,3,n,4,False,[11196]
611e37562c35d,P3,P3,a,1,False,[16307]
611e37562c35d,P2,P2,a,4,False,[36915]
611e37562c35d,P15,P15,a,5,False,[22588]
611e37562c35d,L_P11,11,p,5,False,[5124]
611e37562c35d,L_P20,20,p,6,True,[13631]
611e37562c35d,L_K10,10,k,3,False,[2190]
611e37562c35d,P5,P5,a,1,False,[12506]
611e37562c35d,P18,P18,a,7,False,[22183]
611e37562c35d,P6,P6,a,5,True,[17200]
611e37562c35d,L_P2,2,p,4,False,[13129]
611e37562c35d,L_N15,15,n,7,False,[17484]
611e37562c35d,P23,P23,a,7,False,[19700]
611e37562c35d,P11,P11,a,1,False,[13001]
611e37562c35d,P21,P21,a,2,False,[37024]
611e37562c35d,P16,P16,a,7,False,[32375]
611e37562c35d,P24,P24,a,6,False,[20821]
611e37562c35d,P7,P7,a,5,False,[11065]
611e37562c35d,P13,P13,a,4,False,[25299]
611e37562c35d,P17,P17,a,1,False,[20770]
611e37562c35d,L_N12,12,n,7,True,[6898]
611e37562c35d,P22,P22,a,6,False,[24643]
611e37562c35d,L_N6,6,n,4,False,[8280]
611e37562c35d,L_N18,18,n,7,True,[12562]
611e38016843c,P17,P17,a,1,True,[9838]
611e38016843c,P22,P22,a,7,False,[13597]
611e38016843c,P21,P21,a,4,False,[18180]
611e38016843c,P16,P16,a,7,True,[11405]
611e38016843c,P24,P24,a,4,False,[9076]
611e38016843c,P15,P15,a,1,False,[12832]
611e38016843c,L_N14,14,n,4,True,[4692]
611e38016843c,P4,P4,a,7,True,[13650]
611e38016843c,L_P4,4,p,4,False,[11036]
611e38016843c,L_K9,9,k,6,True,[9763]
611e38016843c,L_P19,19,p,4,True,[7459]
611e38016843c,P2,P2,a,4,False,[17442]
611e38016843c,P5,P5,a,1,False,[8829]
611e38016843c,L_P13,13,p,7,True,[10554]
611e38016843c,L_N2,2,n,4,False,[6705]
611e38016843c,L_P16,16,p,4,False,[11112]
611e38016843c,L_N11,11,n,4,False,[4306]
611e38016843c,L_N5,5,n,4,False,[6210]
611e38016843c,L_P1,1,p,5,True,[10786]
611e38016843c,P20,P20,a,7,False,[16751]
611e38016843c,P19,P19,a,4,False,[21386]
611e38016843c,P8,P8,a,1,True,[11417]
611e38016843c,L_N8,8,n,6,True,[10978]
611e38016843c,P23,P23,a,7,False,[13331]
611e38016843c,P1,P1,a,1,False,[10931]
611e38016843c,P9,P9,a,1,True,[13680]
611e38016843c,L_K15,15,k,4,True,[13748]
611e38016843c,P11,P11,a,1,False,[12485]
611e38016843c,L_K18,18,k,6,True,[11971]
611e38016843c,P7,P7,a,3,True,[13442]
611e38016843c,P18,P18,a,7,False,[16915]
611e38016843c,P6,P6,a,3,True,[20555]
611e38016843c,L_K12,12,k,6,True,[8154]
611e38016843c,P10,P10,a,3,False,[14503]
611e38016843c,L_N17,17,n,4,False,[6267]
611e38016843c,L_P7,7,p,4,False,[8697]
611e38016843c,L_P10,10,p,4,False,[13725]
611e38016843c,L_K3,3,k,4,False,[7683]
611e38016843c,L_N20,20,n,6,False,[10553]
611e38016843c,P12,P12,a,1,True,[16582]
611e38016843c,L_K6,6,k,4,False,[8852]
611e38016843c,P3,P3,a,1,False,[12487]
611e38016843c,L_K21,21,k,4,False,[12094]
611e38016843c,P13,P13,a,4,False,[19611]
611e38016843c,P14,P14,a,7,False,[18652]
611e387994ea0,P18,P18,a,7,True,[62016]
611e387994ea0,P8,P8,a,2,True,[21171]
611e387994ea0,P4,P4,a,4,True,[18465]
611e387994ea0,P3,P3,a,1,False,[17568]
611e387994ea0,P22,P22,a,5,True,[21074]
611e387994ea0,L_P1,1,p,5,True,[6908]
611e387994ea0,L_K12,12,k,6,True,[8342]
611e387994ea0,L_N14,14,n,4,True,[5519]
611e387994ea0,L_P13,13,p,6,True,[13905]
611e387994ea0,P24,P24,a,4,True,[9639]
611e387994ea0,L_N20,20,n,6,True,[10176]
611e387994ea0,L_K3,3,k,4,True,[7196]
611e387994ea0,P10,P10,a,4,True,[20989]
611e387994ea0,P21,P21,a,5,True,[16909]
611e387994ea0,P13,P13,a,3,True,[13810]
611e387994ea0,P9,P9,a,4,True,[10527]
611e387994ea0,P14,P14,a,4,True,[13262]
611e387994ea0,P12,P12,a,4,True,[32289]
611e387994ea0,P16,P16,a,7,True,[28326]
611e387994ea0,L_P16,16,p,4,True,[27434]
611e387994ea0,P7,P7,a,5,True,[14283]
611e387994ea0,L_N2,2,n,5,True,[5535]
611e387994ea0,L_K9,9,k,4,False,[16489]
611e387994ea0,P1,P1,a,1,False,[15289]
611e387994ea0,L_K21,21,k,6,True,[9706]
611e387994ea0,P6,P6,a,5,True,[25755]
611e387994ea0,P23,P23,a,6,False,[11319]
611e387994ea0,P5,P5,a,4,True,[9118]
611e387994ea0,L_P4,4,p,4,True,[9534]
611e387994ea0,L_N5,5,n,4,True,[6291]
611e387994ea0,L_N17,17,n,3,True,[3919]
611e387994ea0,L_P10,10,p,4,True,[10913]
611e387994ea0,L_P19,19,p,5,True,[6569]
611e387994ea0,P15,P15,a,4,True,[11584]
611e387994ea0,P2,P2,a,5,True,[18517]
611e387994ea0,L_K15,15,k,6,True,[10809]
611e387994ea0,P19,P19,a,4,True,[20804]
611e387994ea0,L_K18,18,k,6,True,[7039]
611e387994ea0,P17,P17,a,4,True,[18209]
611e387994ea0,P11,P11,a,2,True,[9421]
611e387994ea0,L_N8,8,n,6,True,[11058]
611e387994ea0,L_P7,7,p,5,True,[4602]
611e387994ea0,P20,P20,a,4,True,[19217]
611e387994ea0,L_K6,6,k,4,True,[6992]
611e387994ea0,L_N11,11,n,5,False,[4686]
611e38c67d056,P2,P2,a,6,True,[22744]
611e38c67d056,P16,P16,a,7,True,[31652]
611e38c67d056,P18,P18,a,6,False,[19300]
611e38c67d056,L_K10,10,k,3,False,[41379]
611e38c67d056,P8,P8,a,2,False,[29582]
611e38c67d056,L_N21,21,n,6,False,[11743]
611e38c67d056,L_K19,19,k,6,False,[10364]
611e38c67d056,P23,P23,a,7,False,[17744]
611e38c67d056,L_P14,14,p,5,False,[10387]
611e38c67d056,P6,P6,a,6,True,[49216]
611e38c67d056,P13,P13,a,4,False,[32575]
611e38c67d056,P3,P3,a,1,False,[23781]
611e38c67d056,L_N12,12,n,7,True,[10379]
611e38c67d056,P7,P7,a,4,True,[23708]
611e38c67d056,P4,P4,a,5,False,[13202]
611e38c67d056,P24,P24,a,6,False,[22482]
611e38c67d056,L_P5,5,p,4,True,[20836]
611e38c67d056,L_P2,2,p,5,False,[22915]
611e38c67d056,L_K1,1,k,5,False,[9165]
611e38c67d056,L_K13,13,k,6,True,[10929]
611e38c67d056,L_N15,15,n,7,False,[15461]
611e38c67d056,L_K4,4,k,4,False,[21561]
611e38c67d056,P9,P9,a,2,False,[17021]
611e38c67d056,P15,P15,a,7,True,[19242]
611e38c67d056,L_N6,6,n,6,False,[12200]
611e38c67d056,P17,P17,a,1,False,[9816]
611e38c67d056,L_N3,3,n,6,True,[8127]
611e38c67d056,P11,P11,a,2,True,[8197]
611e38c67d056,P20,P20,a,3,False,[18388]
611e38c67d056,L_P11,11,p,7,True,[6383]
611e38c67d056,L_P20,20,p,7,True,[16008]
611e38c67d056,L_P17,17,p,5,True,[10704]
611e38c67d056,L_P8,8,p,6,True,[10660]
611e38c67d056,P19,P19,a,6,True,[25193]
611e38c67d056,L_N9,9,n,6,True,[41935]
611e38c67d056,L_N18,18,n,7,True,[13581]
611e38c67d056,L_K16,16,k,5,True,[32070]
611e38c67d056,P10,P10,a,4,True,[25682]
611e38c67d056,P14,P14,a,5,True,[16525]
611e38c67d056,P12,P12,a,5,True,[32287]
611e38c67d056,P22,P22,a,2,False,[15724]
611e38c67d056,L_K7,7,k,6,True,[9243]
611e38c67d056,P1,P1,a,1,False,[12916]
611e38c67d056,P21,P21,a,3,False,[26970]
611e38c67d056,P5,P5,a,5,False,[8866]
611e39053fdb6,P23,P23,a,6,True,[18347]
611e39053fdb6,L_K14,14,k,4,False,[6257]
611e39053fdb6,P24,P24,a,6,False,[16438]
611e39053fdb6,L_K8,8,k,6,True,[13492]
611e39053fdb6,P15,P15,a,5,True,[12119]
611e39053fdb6,P3,P3,a,1,False,[13635]
611e39053fdb6,P16,P16,a,6,False,[14340]
611e39053fdb6,L_N7,7,n,6,True,[8786]
611e39053fdb6,L_N10,10,n,4,False,[10957]
611e39053fdb6,P10,P10,a,3,True,[13190]
611e39053fdb6,L_N1,1,n,6,True,[7289]
611e39053fdb6,L_P15,15,p,5,True,[9886]
611e39053fdb6,P9,P9,a,1,False,[11691]
611e39053fdb6,P2,P2,a,5,True,[15707]
611e39053fdb6,L_N4,4,n,4,True,[9650]
611e39053fdb6,L_K20,20,k,7,True,[11413]
611e39053fdb6,L_K2,2,k,5,True,[5921]
611e39053fdb6,P21,P21,a,1,False,[17869]
611e39053fdb6,P19,P19,a,6,False,[17623]
611e39053fdb6,P11,P11,a,2,False,[8909]
611e39053fdb6,P12,P12,a,7,True,[13106]
611e39053fdb6,L_N16,16,n,4,False,[17734]
611e39053fdb6,L_K17,17,k,5,True,[6346]
611e39053fdb6,P13,P13,a,2,False,[10483]
611e39053fdb6,P18,P18,a,7,False,[11266]
611e39053fdb6,L_P12,12,p,6,True,[6291]
611e39053fdb6,P7,P7,a,5,False,[13689]
611e39053fdb6,P17,P17,a,2,True,[9018]
611e39053fdb6,L_K5,5,k,6,True,[8655]
611e39053fdb6,L_P9,9,p,6,True,[10315]
611e39053fdb6,P20,P20,a,2,False,[11946]
611e39053fdb6,L_P21,21,p,5,True,[10003]
611e39053fdb6,P1,P1,a,2,False,[12957]
611e39053fdb6,P4,P4,a,3,False,[8287]
611e39053fdb6,L_N19,19,n,4,True,[4517]
611e39053fdb6,L_P18,18,p,5,True,[8596]
611e39053fdb6,P14,P14,a,3,False,[14148]
611e39053fdb6,P8,P8,a,2,False,[9490]
611e39053fdb6,L_P3,3,p,5,True,[7634]
611e39053fdb6,L_P6,6,p,5,False,[6215]
611e39053fdb6,P5,P5,a,3,False,[8749]
611e39053fdb6,L_N13,13,n,7,True,[7665]
611e39053fdb6,P22,P22,a,2,False,[9645]
611e39053fdb6,P6,P6,a,6,True,[12975]
611e39053fdb6,L_K11,11,k,6,True,[3828]
611e391e5fc04,P18,P18,a,7,True,[31197]
611e391e5fc04,L_K4,4,k,4,True,[24705]
611e391e5fc04,L_K7,7,k,3,True,[14853]
611e391e5fc04,L_P20,20,p,6,True,[29861]
611e391e5fc04,P17,P17,a,1,True,[16400]
611e391e5fc04,P8,P8,a,1,True,[23394]
611e391e5fc04,L_N21,21,n,4,True,[14696]
611e391e5fc04,L_K19,19,k,6,True,[21891]
611e391e5fc04,P3,P3,a,1,True,[12444]
611e391e5fc04,L_K13,13,k,7,True,[14614]
611e391e5fc04,P4,P4,a,2,True,[12142]
611e391e5fc04,L_N12,12,n,7,True,[7860]
611e391e5fc04,P9,P9,a,4,True,[23735]
611e391e5fc04,L_N9,9,n,6,True,[11308]
611e391e5fc04,P6,P6,a,7,True,[20394]
611e391e5fc04,L_K16,16,k,5,True,[13554]
611e391e5fc04,L_P8,8,p,6,True,[16032]
611e391e5fc04,L_P11,11,p,7,True,[5680]
611e391e5fc04,L_P17,17,p,6,True,[8441]
611e391e5fc04,P2,P2,a,6,True,[21990]
611e391e5fc04,P7,P7,a,5,True,[27776]
611e391e5fc04,P20,P20,a,4,True,[13714]
611e391e5fc04,P13,P13,a,1,True,[12701]
611e391e5fc04,P16,P16,a,7,True,[17968]
611e391e5fc04,P24,P24,a,6,True,[12979]
611e391e5fc04,P21,P21,a,1,True,[19276]
611e391e5fc04,L_N6,6,n,6,True,[9564]
611e391e5fc04,P15,P15,a,7,True,[16398]
611e391e5fc04,P5,P5,a,4,True,[12536]
611e391e5fc04,L_N18,18,n,6,True,[14545]
611e391e5fc04,P12,P12,a,4,True,[7446]
611e391e5fc04,L_N3,3,n,6,True,[5837]
611e391e5fc04,L_P14,14,p,4,True,[9510]
611e391e5fc04,P23,P23,a,6,True,[23967]
611e391e5fc04,L_K1,1,k,5,True,[9476]
611e391e5fc04,P14,P14,a,5,True,[36139]
611e391e5fc04,L_N15,15,n,4,True,[11144]
611e391e5fc04,P10,P10,a,1,True,[49497]
611e391e5fc04,P11,P11,a,5,True,[10186]
611e391e5fc04,P19,P19,a,7,True,[48477]
611e391e5fc04,L_P2,2,p,5,True,[7036]
611e391e5fc04,P1,P1,a,3,True,[11271]
611e391e5fc04,P22,P22,a,1,True,[12047]
611e391e5fc04,L_K10,10,k,4,True,[5395]
611e391e5fc04,L_P5,5,p,6,False,[10964]
611e3976be75c,P3,P3,a,1,True,[19101]
611e3976be75c,P23,P23,a,7,True,[14164]
611e3976be75c,P7,P7,a,6,True,[13902]
611e3976be75c,P15,P15,a,2,True,[10631]
611e3976be75c,L_K21,21,k,6,True,[14414]
611e3976be75c,L_N20,20,n,6,True,[11349]
611e3976be75c,P11,P11,a,1,True,[13148]
611e3976be75c,L_K15,15,k,7,True,[12564]
611e3976be75c,P19,P19,a,4,True,[14981]
611e3976be75c,P18,P18,a,7,True,[16080]
611e3976be75c,L_K3,3,k,4,False,[9813]
611e3976be75c,L_P4,4,p,4,True,[21745]
611e3976be75c,L_N8,8,n,6,True,[9998]
